aluno	rede	escola	turma	port	sexo
1627	1	310854810	146	414.74	2
1628	1	310854810	146	437.06	2
1629	1	310854810	146	547.18	2
1630	1	310854810	146	558.82	2
1631	1	310949780	147	455.91	2
1632	1	310949780	147	516.73	2
1633	1	310949780	147	484.15	2
1634	1	310949780	147	388.56	2
1635	1	310949780	147	481.27	2
1636	1	310949780	147	489.23	2
1637	1	310949780	147	530.68	2
1638	1	310949780	147	510.93	2
1639	1	310949780	147	471.36	1
1640	1	310949780	147	485.68	1
1641	1	310949780	147	473.61	1
1642	1	310949780	147	465.95	1
1643	1	310949780	147	412.22	1
1644	1	310949780	147	467.33	1
1645	1	310949780	147	461.57	1
1646	1	310949780	147	397.68	1
1647	1	310949780	148	547.93	1
1648	1	310949780	148	384.8	1
1649	1	310949780	148	430.51	1
1650	1	310949780	148	562.58	1
1651	1	310949780	148	574.26	1
1652	1	310949780	148	436.87	1
1653	1	310949780	148	466.14	1
1654	1	310949780	148	510.9	1
1655	1	310949780	148	380.86	1
1656	1	310949780	148	442.89	1
1657	1	310949780	148	396.61	1
1658	1	310949780	148	524.41	2
1659	1	310949780	148	400.02	2
1660	1	310949780	148	494.9	2
1661	1	310949780	148	447.93	2
1662	1	310949780	148	261.88	2
1663	1	310949780	148	206.85	2
1664	1	310949780	148	466.74	2
1665	1	310949780	148	309.48	2
1666	1	310949780	148	562.71	2
1667	1	310949780	148	568.08	2
1668	1	310949780	148	547.35	2
1669	1	310949780	148	425.95	2
1670	1	311403410	149	524.65	2
1671	1	311403410	149	500.82	2
1672	1	311403410	149	511.18	2
1673	1	311403410	149	496.28	2
1674	1	311403410	149	514.83	2
1675	1	311403410	149	448.18	2
1676	1	311403410	149	547.35	2
1677	1	311403410	149	520.36	2
1678	1	311403410	149	552.16	1
1679	1	311403410	149	514.83	1
1680	1	311403410	149	366.44	1
1681	1	311403410	149	507.94	1
1682	1	311403410	149	486.22	1
1683	1	311403410	149	558.23	1
1684	1	311403410	149	610.28	1
1685	1	311403410	149	473.67	1
1686	1	311403410	149	576.86	1
1687	1	311403410	149	508.57	1
1688	1	311403410	149	502.76	1
1689	1	311403410	149	495.78	1
1690	1	311403410	149	476.72	1
1691	1	311403410	149	593.59	1
1692	1	311403410	149	442.75	1
1693	1	311403410	149	536.66	1
1694	1	311403410	149	663.73	1
1695	1	311403410	149	525.94	1
1696	1	311403410	149	663.73	1
1697	1	311403410	149	413.36	2
1698	1	311403410	149	663.73	2
1699	1	311403410	149	569.01	2
1700	1	311403410	149	593.59	2
1701	1	311403410	149	345.57	2
1702	1	311403410	149	618.11	2
1703	1	311403410	149	434.62	2
1704	1	311403410	149	437.63	2
1705	1	311403410	149	663.73	2
1706	1	311403410	149	623.33	2
1707	1	311403410	149	623.33	2
1708	1	311404730	150	350.07	2
1709	1	311404730	150	623.33	2
1710	1	311404730	150	528.92	2
1711	1	311404730	150	497.63	2
1712	1	311404730	150	578.54	2
1713	1	311404730	150	570.16	2
1714	1	311404730	150	582.25	2
1715	1	311404730	150	598.85	2
1716	1	311404730	150	573.95	2
1717	1	311404730	150	623.33	1
1718	1	311404730	150	578.54	1
1719	1	311404730	150	578.54	1
1720	1	311404730	150	487.16	1
1721	1	311404730	150	582.84	1
1722	1	311404730	150	578.54	1
1723	1	311404730	150	623.33	1
1724	1	311404730	150	677.12	1
1725	1	311404730	150	483.44	1
1726	1	311404730	151	502.85	1
1727	1	311404730	151	510.13	1
1728	1	311404730	151	484.14	1
1729	1	311404730	151	555.95	1
1730	1	311404730	151	470.96	1
1731	1	311404730	151	488.81	1
1732	1	311404730	151	545.21	1
1733	1	311404730	151	544.62	1
1734	1	311404730	151	516.81	1
1735	1	311404730	151	521.44	1
1736	1	311404730	151	542.91	2
1737	1	311404730	151	560.63	2
1738	1	311404730	151	559.96	2
1739	1	311404730	151	478.1	2
1740	1	311404730	151	480.18	2
1741	1	311404730	151	507.29	2
1742	1	311404730	151	442.38	2
1743	1	311405970	152	455.81	2
1744	1	311405970	152	473.48	2
1745	1	311405970	152	466.74	2
1746	1	311405970	152	554.83	2
1747	1	311405970	152	540.95	2
1748	1	311405970	152	471.85	2
1749	1	311405970	152	558.11	2
1750	1	311405970	152	390.91	2
1751	1	311405970	152	425.17	2
1752	1	311405970	152	363.39	2
1753	1	311405970	152	419.62	2
1754	1	311405970	152	673.97	2
1755	1	311405970	152	449.91	2
1756	1	311405970	152	424.58	1
1757	1	311405970	152	451.18	1
1758	1	311405970	152	444.38	1
1759	1	311405970	152	357.03	1
1760	1	311405970	152	613.63	1
1761	1	311405970	152	613.63	1
1762	1	311405970	152	507.95	1
1763	1	311405970	153	496.51	1
1764	1	311405970	153	564	1
1765	1	311405970	153	544	1
1766	1	311405970	153	480.92	1
1767	1	311405970	153	504	1
1768	1	311405970	153	461.16	1
1769	1	311405970	153	675.8	1
1770	1	311405970	153	542.5	1
1771	1	311405970	153	518.5	1
1772	1	311405970	153	551	1
1773	1	311405970	153	505.61	1
1774	1	311405970	153	507.75	1
1775	1	311405970	153	312.59	2
1776	1	311405970	153	464.08	2
1777	1	311405970	153	586.47	2
1778	1	311405970	153	490.44	2
1779	1	311405970	153	455.57	2
1780	1	311405970	153	582.36	2
1781	1	311405970	153	547.47	2
1782	1	311405970	153	367.14	2
1783	1	311405970	153	283.24	2
1784	1	311405970	153	310.38	2
1785	1	311405970	153	346.05	2
1786	1	311405970	153	356.04	2
1787	1	311405970	153	343.68	2
1788	1	311405970	153	261.26	2
1789	1	311405970	153	306.76	2
1790	1	311407670	154	337.63	2
1791	1	311407670	154	373.09	2
1792	1	311407670	154	409.9	2
1793	1	311407670	154	426.94	2
1794	1	311407670	154	282.44	2
1795	1	311407670	154	363.23	1
1796	1	311407670	154	371.94	1
1797	1	311407670	154	440.91	1
1798	1	311407670	154	433.25	1
1799	1	311407670	154	489.14	1
1800	1	311407670	154	437.09	1
1801	1	311407670	154	381.67	1
1802	1	311407670	154	614.79	1
1803	1	311407670	154	614.79	1
1804	1	311407670	154	477.58	1
1805	1	311407670	154	506.67	1
1806	1	311407670	154	485.96	1
1807	1	311407670	154	484.98	1
1808	1	311407670	154	476.33	1
1809	1	311407670	154	425.59	1
1810	1	311407670	154	491.58	1
1811	1	311407670	154	441.62	1
1812	1	311407670	154	479.87	1
1813	1	311408480	155	462.82	1
1814	1	311408480	155	433.2	2
1815	1	311408480	155	533.17	2
1816	1	311408480	155	416.58	2
1817	1	311408480	155	392.14	2
1818	1	311408480	155	465.81	2
1819	1	311408480	155	502.93	2
1820	1	311408480	155	522.85	2
1821	1	311408480	155	534.82	2
1822	1	311408480	155	409.93	2
1823	1	311408480	155	518.86	2
1824	1	311408480	155	564.29	2
1825	1	311408480	155	575.41	2
1826	1	311408480	155	575.41	2
1827	1	311408480	155	492.75	2
1828	1	311408480	155	501.57	2
1829	1	311408480	155	498.14	2
1830	1	311408480	155	564.6	2
1831	1	311408480	155	545.38	2
1832	1	311408480	155	494.96	2
1833	1	311408480	155	616.48	2
1834	1	311408480	155	630.27	1
1835	1	311408480	155	550.5	1
1836	1	311408480	155	550.5	1
1837	1	311408480	155	478.48	1
1838	1	311408480	155	561.51	1
1839	1	311408480	155	481.29	1
1840	1	311408480	155	430.47	1
1841	1	311408480	155	552.16	1
1842	1	311408480	155	552.16	1
1843	1	311408990	156	599.37	1
1844	1	311408990	156	599.37	1
1845	1	311408990	156	576.47	1
1846	1	311408990	156	703.76	1
1847	1	311408990	156	600.38	1
1848	1	311408990	156	624.49	1
1849	1	311408990	156	642.16	1
1850	1	311408990	156	600.38	1
1851	1	311408990	156	581.17	1
1852	1	311408990	156	461.52	1
1853	1	311408990	156	568.58	2
1854	1	311408990	156	588.34	2
1855	1	311408990	156	588.34	2
1856	1	311408990	156	517.54	2
1857	1	311408990	156	409.68	2
1858	1	311408990	156	526.03	2
1859	1	311408990	156	536.41	2
1860	1	311408990	156	496.61	2
1861	1	311408990	156	549.93	2
1862	1	311408990	156	493.43	2
1863	1	311408990	156	479.16	2
1864	1	311408990	156	446.05	2
1865	1	311408990	156	476.23	2
1866	1	311408990	156	655.56	2
1867	1	311408990	156	575.14	2
1868	1	311408990	156	591.38	2
1869	1	311408990	157	693.21	2
1870	1	311408990	157	655.56	2
1871	1	311408990	157	655.56	2
1872	1	311408990	157	693.21	2
1873	1	311408990	157	575.82	1
1874	1	311408990	157	612.6	1
1875	1	311408990	157	591.38	1
1876	1	311408990	157	655.56	1
1877	1	311408990	157	693.21	1
1878	1	311408990	157	655.56	1
1879	1	311408990	157	619.04	1
1880	1	311408990	157	612.6	1
1881	1	311408990	157	693.21	1
1882	1	311408990	157	693.21	1
1883	1	311411350	158	539.2	1
1884	1	311411350	158	630.64	1
1885	1	311411350	158	655.56	1
1886	1	311411350	158	630.64	1
1887	1	311411350	158	634.52	1
1888	1	311411350	158	630.64	1
1889	1	311411350	158	583.59	1
1890	1	311411350	158	612.6	1
1891	1	311411350	158	672.89	1
1892	1	311411350	158	571.14	2
1893	1	311411350	158	672.89	2
1894	1	311411350	158	592.87	2
1895	1	311411350	158	558.31	2
1896	1	311411350	158	558.31	2
1897	1	311411350	158	592.87	2
1898	1	311411350	158	672.89	2
1899	1	311411350	158	672.89	2
1900	1	311411350	158	672.89	2
1901	1	311411350	158	672.89	2
1902	1	311411350	158	672.89	2
1903	1	311411350	158	672.89	2
1904	1	311411350	158	672.89	2
1905	1	311411350	158	672.89	2
1906	1	311411350	158	672.89	2
1907	1	311411350	158	672.89	2
1908	1	311411350	158	557.49	2
1909	1	311411350	158	672.89	2
1910	1	311411350	158	672.89	2
1911	1	311411350	158	672.89	2
1912	1	311411350	158	416.95	1
1913	1	311411350	158	446.16	1
1914	1	311411350	158	392.64	1
1915	1	311411350	158	366.34	1
1916	1	311411350	158	442.98	1
1917	1	311411350	158	385.77	1
1918	1	311411350	158	428.79	1
1919	1	311411350	158	331.68	1
1920	1	311411350	158	300.8	1
1921	1	311411350	158	435.95	1
1922	1	311411350	158	519.96	1
1923	1	311411350	158	658.79	1
1924	1	311411350	158	408.65	1
1925	1	311411350	158	411.84	1
1926	1	311411350	158	475.56	1
1927	1	311412160	159	401.14	1
1928	1	311412160	159	613.14	1
1929	1	311412160	159	316.98	1
1930	1	311412160	159	482.22	1
1931	1	311412160	159	600.57	2
1932	1	311412160	159	459.08	2
1933	1	311412160	159	430.45	2
1934	1	311412160	159	508.42	2
1935	1	311412160	159	557.51	2
1936	1	311412160	159	483.42	2
1937	1	311412160	159	440.82	2
1938	1	311412160	159	385.91	2
1939	1	311412160	159	353.98	2
1940	1	311412160	159	600.57	2
1941	1	311412160	159	471.17	2
1942	1	311412160	159	404.2	2
1943	1	311412160	159	401.21	2
1944	1	311412160	159	533.5	2
1945	1	311412160	159	474.77	2
1946	1	311412590	160	557.51	2
1947	1	311412590	160	396.26	2
1948	1	311412590	160	526.34	2
1949	2	311412590	160	594.73	2
1950	2	311412590	160	663.39	2
1951	2	311412590	160	562.23	1
1952	2	311412590	160	595.47	1
1953	2	311412590	160	382.39	1
1954	2	311412590	160	428.62	1
1955	2	311412590	160	416.49	1
1956	2	311412590	160	494.58	1
1957	2	311412590	160	467.52	1
1958	2	311412590	160	509.81	1
1959	2	311412590	160	534.27	1
1960	2	311412590	160	578.59	1
1961	2	311412590	160	546.94	1
1962	2	311412590	160	495.9	1
1963	2	311412590	160	568.22	1
1964	2	311412590	160	521.17	1
1965	2	311412590	160	561.46	1
1966	2	311412590	160	533.63	1
1967	2	311412590	160	477.37	1
1968	2	311412750	161	570.15	1
1969	2	311412750	161	520.26	1
1970	2	311412750	161	489.2	2
1971	2	311412750	161	417.53	2
1972	2	311412750	161	500.67	2
1973	2	311412750	161	441.8	2
1974	2	311412750	161	568.22	2
1975	2	311412750	161	588.87	2
1976	2	311412750	161	530.25	2
1977	2	311412750	161	593.91	2
1978	2	311412750	161	467.47	2
1979	2	311412750	161	492.42	2
1980	2	311412750	161	572.56	2
1981	2	311412750	161	440.93	2
1982	2	311412750	161	452.19	2
1983	2	311412750	161	492.28	2
1984	2	311412750	161	461.57	2
1985	2	311412750	161	536.77	2
1986	2	311412750	161	426.61	2
1987	2	311412750	161	572.56	2
1988	2	311412750	161	575.88	2
1989	2	311412750	161	501.11	2
1990	2	311412750	161	553.64	1
1991	2	311412750	161	472.98	1
1992	2	311412750	161	490.99	1
1993	2	311418280	162	482.16	1
1994	2	311418280	162	557.99	1
1995	2	311418280	162	524.73	1
1996	2	311418280	162	454.62	1
1997	2	311418280	162	487.01	1
1998	2	311418280	162	518.09	1
1999	2	311418280	162	534.4	1
2000	2	311418280	162	538.33	1
2001	2	311418280	162	593.76	1
2002	2	311418280	162	505.42	1
2003	2	311418280	162	567.71	1
2004	2	311418280	162	549.52	1
2005	2	311418280	162	554.68	1
2006	2	311418280	162	640.02	1
2007	2	311418280	162	439.33	1
2008	2	311418280	162	500.02	1
2009	2	311418280	162	468.39	2
2010	2	311418280	162	443.1	2
2011	2	311418280	162	540.2	2
2012	2	311418280	162	465.36	2
2013	2	311418280	162	468.68	2
2014	2	311418280	162	510.19	2
2015	2	311418280	162	451.44	2
2016	2	311418280	162	549.6	2
2017	2	311418280	162	498.39	2
2018	2	311418280	162	511.7	2
2019	2	311418280	162	508.69	2
2020	2	311418280	162	464.87	2
2021	2	311418280	162	463.71	2
2022	2	311418280	162	436.44	2
2023	2	311418280	162	531.49	2
2024	2	311418280	162	457.51	2
2025	2	311418280	163	441.21	2
2026	2	311418280	163	410.11	2
2027	2	311418280	163	459.49	2
2028	2	311418280	163	495.09	2
2029	2	311418280	163	452.03	1
2030	2	311418280	163	435.29	1
2031	2	311418280	163	519.54	1
2032	2	311418280	163	435.84	1
2033	2	311418280	163	471.91	1
2034	2	311418280	163	490.35	1
2035	2	311418280	163	436.56	1
2036	2	311418280	163	408.35	1
2037	2	311418280	163	322.15	1
2038	2	311418280	163	448.94	1
2039	2	311418280	163	468.24	1
2040	2	311418280	163	479.05	1
2041	2	311418280	163	468.8	1
2042	2	311418280	163	312.82	1
2043	2	311418280	163	336.38	1
2044	2	311431380	164	534.89	1
2045	2	311431380	164	457.87	1
2046	2	311431380	164	495.59	1
2047	2	311431380	164	538.17	1
2048	2	311431380	164	411.45	2
2049	2	311431380	164	404.15	2
2050	2	311431380	164	314.72	2
2051	2	311431380	164	414.73	2
2052	2	311431380	164	431.07	2
2053	2	311431380	164	405.7	2
2054	2	311431380	164	332.99	2
2055	2	311431380	164	390.84	2
2056	2	311431380	164	360.74	2
2057	2	311431380	164	380.49	2
2058	2	311431380	164	420.3	2
2059	2	311431380	164	340.91	2
2060	2	311431380	164	293.38	2
2061	2	311431380	164	369.43	2
2062	2	311431380	164	369.43	2
2063	2	311431380	164	369.43	2
2064	2	311431380	164	346.83	2
2065	2	311431380	164	395.5	2
2066	2	311431380	164	397.3	2
2067	2	311431380	164	325.81	2
2068	2	311431380	164	420.3	1
2069	2	311431380	165	416.44	1
2070	2	311431380	165	392.54	1
2071	2	311431380	165	568.3	1
2072	2	311431380	165	607.33	1
2073	2	311431380	165	425.16	1
2074	2	311431380	165	517.96	1
2075	2	311431380	165	410.46	1
2076	2	311431380	165	511.81	1
2077	2	311431380	165	547.24	1
2078	2	311431380	165	608.77	1
2079	2	311431380	165	560.64	1
2080	2	311431380	165	518.41	1
2081	2	311431380	165	496	1
2082	2	311431380	165	540.17	1
2083	2	311431380	165	576.92	1
2084	2	311431380	165	495.06	1
2085	2	311431380	165	441.79	1
2086	2	311431380	165	345.98	1
2087	2	311431380	165	330.29	2
2088	2	311431380	165	247.85	2
2089	2	341377014	1101	456.2	2
2090	2	341377014	1101	402.13	2
2091	2	341377014	1101	417.01	2
2092	2	341377014	1101	428.63	2
2093	2	341377014	1101	406.14	2
2094	2	341377014	1101	444.88	2
2095	2	341377014	1101	488.15	2
2096	2	341377014	1101	459.57	2
2097	2	341377014	1101	492.11	2
2098	2	341377014	1101	483.99	2
2099	2	341377014	1102	444.88	2
2100	2	341377014	1102	537.3	2
2101	2	341377014	1102	506.44	2
2102	2	341377014	1102	370.76	2
2103	2	341377014	1102	553.27	2
2104	2	341377014	1102	522.31	2
2105	2	341377014	1102	489.54	2
2106	2	341377014	1102	509.36	2
2107	2	341377014	1102	537.67	1
2108	2	341377014	1102	527.89	1
2109	2	341377014	1102	461.02	1
2110	2	341377014	1102	411.46	1
2111	2	341377014	1102	481.34	1
2112	2	341377014	1102	493.22	1
2113	2	341383185	1103	423.04	1
2114	2	341383185	1103	425.94	1
2115	2	341383185	1103	353.11	1
2116	2	341383185	1103	498.29	1
2117	2	341383185	1103	566.98	1
2118	2	341383185	1103	594.05	1
2119	2	341383185	1103	540.26	1
2120	2	341383185	1103	635.63	1
2121	2	341383185	1103	594.05	1
2122	2	341383185	1103	594.05	1
2123	2	341383185	1103	571.7	1
2124	2	341383185	1103	566.57	1
2125	2	341383185	1103	594.05	1
2126	2	341383185	1103	566.57	2
2127	2	341383185	1104	543.58	2
2128	2	341383185	1104	594.05	2
2129	2	341383185	1104	559.87	2
2130	2	341383185	1104	594.05	2
2131	2	341383185	1104	571.7	2
2132	2	341383185	1104	571.7	2
2133	2	341383185	1104	594.05	2
2134	2	341688468	1105	514.43	2
2135	2	341688468	1105	542.64	2
2136	2	341688468	1105	571.7	2
2137	2	341688468	1105	594.05	2
2138	2	341688468	1105	593.04	2
2139	2	341688468	1105	334.26	2
2140	2	341688468	1105	553.06	2
2141	2	341688468	1105	508.73	2
2142	2	341688468	1105	514.37	2
2143	2	341688468	1105	501.05	2
2144	2	341688468	1106	519.66	2
2145	2	341688468	1106	630.85	2
2146	2	341688468	1106	554.72	1
2147	2	341688468	1106	453.35	1
2148	2	341688468	1106	492.73	1
2149	2	341688468	1106	508.73	1
2150	2	341688468	1106	504.13	1
2151	2	341688468	1106	557.02	1
2152	2	341696014	1107	534.11	1
2153	2	341696014	1107	518.99	1
2154	2	341696014	1107	460.24	1
2155	2	341696014	1107	420.94	1
2156	2	341696014	1107	477.1	1
2157	2	341696014	1107	483.1	1
2158	2	341696014	1107	475.03	1
2159	2	341696014	1107	315.91	1
2160	2	341696014	1107	371.29	1
2161	2	341696014	1107	483.2	1
2162	2	341696014	1108	474.33	1
2163	2	341696014	1108	482.35	1
2164	2	341696014	1108	464.21	1
2165	2	341696014	1108	489.24	2
2166	2	341696014	1108	395.67	2
2167	2	341696014	1108	434.89	2
2168	2	341696014	1108	268.12	2
2169	2	341696014	1108	371.05	2
2170	2	341696014	1108	467.08	2
2171	2	341696014	1108	483.52	2
2172	2	341696014	1108	433.49	2
2173	2	341696014	1108	358.69	2
2174	2	341696014	1108	436.66	2
2175	2	341696102	1109	421.03	2
2176	2	341696102	1109	529.86	2
2177	2	341696102	1109	510.8	2
2178	2	341696102	1109	384.91	2
2179	2	341696102	1109	422.48	2
2180	2	341696102	1109	504.05	2
2181	2	341696102	1109	422.17	2
2182	2	341696102	1109	543.78	2
2183	2	341696102	1109	512.56	2
2184	2	341696102	1109	612.52	2
2185	2	341696102	1110	586.44	1
2186	2	341696102	1110	581.77	1
2187	2	341696102	1110	577.81	1
2188	2	341696102	1110	584.85	1
2189	2	341701118	1111	454.44	1
2190	2	341701118	1111	400.63	1
2191	2	341701118	1111	340.37	1
2192	2	341701118	1111	421.19	1
2193	2	341701118	1111	474.82	1
2194	2	341701118	1111	331.32	1
2195	2	341701118	1111	389.81	1
2196	2	341701118	1111	398.56	1
2197	2	341701118	1111	408.52	1
2198	2	341701118	1111	384.9	1
2199	2	341701118	1112	436.11	1
2200	2	341701118	1112	370.7	1
2201	2	341701118	1112	411	1
2202	2	341701118	1112	461.47	1
2203	2	341701118	1112	458.8	1
2204	2	341701118	1112	413.19	2
2205	2	341701118	1112	455.3	2
2206	2	341701118	1112	386.44	2
2207	2	341701118	1112	593.96	2
2208	2	341701118	1112	483.38	2
2209	2	341701118	1112	500.85	2
2210	2	341701118	1112	594.7	2
2211	2	341701118	1113	491.51	2
2212	2	341701118	1113	481.99	2
2213	2	341701118	1113	513.26	2
2214	2	341701118	1113	566.17	2
2215	2	341701118	1113	550.13	2
2216	2	341873125	1114	587.15	2
2217	2	341873125	1114	533.6	2
2218	2	341873125	1114	550.13	2
2219	2	341873125	1114	474.58	2
2220	2	341873125	1114	468.46	2
2221	2	341873125	1114	519.07	2
2222	2	341873125	1114	663.93	2
2223	2	341873125	1114	616.42	2
2224	2	341873125	1114	548.64	1
2225	2	341873125	1114	585.42	1
2226	2	341873125	1114	608.48	1
2227	2	341873125	1115	486.96	1
2228	2	341873125	1115	517.45	1
2229	2	341873125	1115	590.45	1
2230	2	341873125	1115	623.53	1
2231	2	341873125	1115	568.77	1
2232	2	341873125	1115	677.3	1
2233	2	341873125	1115	625.91	1
2234	2	341873125	1115	590.45	1
2235	2	341873125	1115	545.03	1
2236	2	341873125	1115	625.91	1
2237	2	341873125	1115	625.91	1
2238	2	341873125	1116	677.3	1
2239	2	341873125	1116	625.91	1
2240	2	341873125	1116	625.91	1
2241	2	341873125	1116	545.03	1
2242	2	341874522	1117	578.2	1
2243	2	341874522	1117	545.03	2
2244	2	341874522	1117	625.91	2
2245	2	341874522	1117	625.91	2
2246	2	341874522	1117	555.16	2
2247	2	341874522	1117	590.45	2
2248	2	341874522	1117	623.53	2
2249	2	341874522	1117	590.45	2
2250	2	341874522	1117	568.57	2
2251	2	341874522	1117	535.19	2
2252	2	341874522	1117	623.53	2
2253	2	341874522	1117	625.91	2
2254	2	341874522	1117	587.53	2
2255	2	341874522	1117	372.16	2
2256	2	341874522	1117	366.74	2
2257	2	341874522	1117	391.21	2
2258	2	341874522	1117	335.75	2
2259	2	341874522	1117	243.48	2
2260	2	341874522	1117	366.89	2
2261	2	341875270	1118	450.36	2
2262	2	341875270	1118	316.1	2
2263	2	341875270	1118	318.86	1
2264	2	341875270	1118	370.97	1
2265	2	341875270	1118	472.68	1
2266	2	341875270	1118	371.89	1
2267	2	341875270	1118	579.38	1
2268	2	341875270	1118	484.96	1
2269	2	341875270	1118	363.81	1
2270	2	341875270	1118	517.34	1
2271	2	341875270	1118	444.26	1
2272	2	341875270	1118	479.72	1
2273	2	341875270	1118	495.93	1
2274	2	341875270	1118	536.42	1
2275	2	341875270	1118	407.71	1
2276	2	341875270	1118	423.61	1
2277	2	341875270	1119	569.94	1
2278	2	341875270	1119	480.05	1
2279	2	341875270	1119	395.16	1
2280	2	341875270	1119	419.61	1
2281	2	341875270	1119	352.25	1
2282	2	341875270	1119	444	2
2283	2	341875270	1119	299.91	2
2284	2	341875270	1119	555.46	2
2285	2	341875270	1119	352.13	2
2286	2	341875270	1119	595.72	2
2287	2	341875270	1119	411.07	2
2288	2	341875270	1119	592.75	2
2289	2	341875270	1119	496.72	2
2290	2	341875270	1119	481.98	2
2291	2	341875270	1119	592.75	2
2292	2	341875270	1120	677.12	2
2293	2	341875270	1120	555.46	2
2294	2	341875270	1120	677.12	2
2295	2	341875270	1120	418.27	2
2296	2	341875270	1120	556.37	2
2297	2	341875270	1120	579.82	2
2298	2	341875270	1120	677.12	2
2299	2	341875798	1121	588.22	2
2300	2	341875798	1121	513.09	2
2301	2	341875798	1121	484.2	2
2302	2	341875798	1121	519.06	1
2303	2	341875798	1121	554.38	1
2304	2	341875798	1121	569.46	1
2305	2	341875798	1121	459.89	1
2306	2	341875798	1121	547.48	1
2307	2	341875798	1121	529.76	1
2308	2	341875798	1121	516.82	1
2309	2	341875798	1121	569.51	1
2310	2	341875798	1121	491.04	1
2311	2	341875798	1122	409.14	1
2312	2	341875798	1122	392.63	1
2313	2	341875798	1122	589.11	1
2314	2	341875798	1122	586.99	1
2315	2	341875798	1122	359.66	1
2316	2	341875798	1122	375.04	1
2317	2	341875798	1122	381.23	1
2318	2	341875798	1122	447.5	1
2319	2	341876161	1123	382.37	1
2320	2	341876161	1123	381.23	1
2321	2	341876161	1123	419.45	2
2322	2	341876161	1123	419.45	2
2323	2	341876161	1123	281.52	2
2324	2	341876161	1123	513.48	2
2325	2	341876161	1123	462.68	2
2326	2	341876161	1123	415.11	2
2327	2	341876161	1123	456.69	2
2328	2	341876161	1123	446.76	2
2329	2	341876161	1123	401.45	2
2330	2	341876161	1123	494.85	2
2331	2	341876161	1123	459.81	2
2332	2	341876161	1123	503.04	2
2333	2	341876161	1123	340.3	2
2334	2	341877602	1124	310.72	2
2335	2	341877602	1124	294.4	2
2336	2	341877602	1124	333.31	2
2337	2	341877602	1124	515.38	2
2338	2	341877602	1124	426.93	2
2339	2	341877602	1124	474.77	2
2340	2	341877602	1124	495.73	2
2341	2	341877602	1124	515.38	1
2342	2	341877602	1124	417.23	1
2343	2	341877602	1124	492.2	1
2344	2	341877602	1124	482.18	1
2345	2	341877602	1124	420.44	1
2346	2	341877602	1124	505.65	1
2347	2	341877602	1124	598.39	1
2348	2	341877602	1125	563.85	1
2349	2	341877602	1125	629.15	1
2350	2	341877602	1125	484.29	1
2351	2	341877602	1125	555.43	1
2352	2	341877602	1125	629.15	1
2353	2	341877602	1125	468.97	1
2354	2	341877602	1125	522.04	1
2355	2	341877602	1125	480.41	1
2356	2	341877602	1125	598.39	1
2357	2	341877602	1125	398.63	1
2358	2	341877602	1125	380.29	1
2359	2	341877602	1125	530.09	1
2360	2	341878911	1126	443.74	2
2361	2	341878911	1126	448.86	2
2362	2	341878911	1126	425.36	2
2363	2	341878911	1126	353.68	2
2364	2	341878911	1126	376.3	2
2365	2	341878911	1126	374.76	2
2366	2	341878911	1126	412.27	2
2367	2	341878911	1126	383.4	2
2368	2	341878911	1126	278.57	2
2369	2	341878911	1126	408.29	2
2370	2	341878911	1126	428.95	2
2371	2	341878911	1126	491.07	2
2372	2	341878911	1126	330.43	2
2373	2	341878911	1126	549.91	2
2374	2	341878911	1126	417.88	2
2375	2	341878911	1127	426.61	2
2376	2	341878911	1127	521.22	2
2377	2	341878911	1127	329.48	2
2378	2	341878911	1127	471.61	2
2379	2	341878911	1127	302.98	2
2380	2	341878911	1127	409.56	1
2381	2	341878911	1127	412.79	1
2382	2	341878911	1127	461.39	1
2383	2	341879945	1128	449.13	1
2384	2	341879945	1128	369.67	1
2385	2	341879945	1128	383.38	1
2386	2	341879945	1128	322.34	1
2387	2	341879945	1128	395.14	1
2388	2	341879945	1128	397.35	1
2389	2	341879945	1128	444.96	1
2390	2	341879945	1128	374.14	1
2391	2	341879945	1128	388.49	1
2392	2	341879945	1128	248.46	1
2393	2	341879945	1128	362.88	1
2394	2	341879945	1128	339.09	1
2395	2	341879945	1128	353.05	1
2396	2	341879945	1128	480.31	1
2397	2	341879945	1128	295.48	1
2398	2	341879945	1128	439.61	1
2399	2	341879945	1128	396.75	2
2400	2	341883212	1129	370.53	2
2401	2	341883212	1129	336.3	2
2402	2	341883212	1129	222.81	2
2403	2	341883212	1129	266.26	2
2404	2	341883212	1129	298.58	2
2405	2	341883212	1129	358.17	2
2406	2	341883212	1129	338.89	2
2407	2	341883212	1129	389.31	2
2408	2	341883212	1129	234.8	2
2409	2	341883212	1129	344.27	2
2410	2	341883212	1129	338.89	2
2411	2	341883212	1129	326.28	2
2412	2	341883212	1129	686.55	2
2413	2	341883212	1129	624.88	2
2414	2	341883212	1129	631.67	2
2415	2	341883212	1129	686.55	2
2416	2	341883212	1129	686.55	2
2417	2	341883212	1130	373.41	2
2418	2	341883212	1130	388.53	2
2419	2	341883212	1130	480.54	1
2420	2	341883212	1130	430.94	1
2421	2	341883212	1130	388.94	1
2422	2	341883212	1130	596.25	1
2423	2	341883212	1130	533.67	1
2424	2	341883212	1130	341.07	1
2425	2	341883927	1131	526.39	1
2426	2	341883927	1131	310.38	1
2427	2	341883927	1131	375.18	1
2428	2	341883927	1131	407.76	1
2429	2	341883927	1131	446.31	1
